;Name;rattler.datasetKey;;;;;datasetKey;number of records
16;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;9e75dcd2-1f69-432c-958e-c771e7540d27;64
17;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;467aa349-720b-44d0-93b6-0d3b2d7058f2;1
18;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;a0344d4c-1618-4765-9964-595269c8b334;2
19;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;cee1d42a-988b-42f7-9aea-6da61eacee4b;1
20;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;6ac3f774-d9fb-4796-b3e9-92bf6c81c084;1
21;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;9b12d595-11ea-4128-88ea-ed378eb9ea9a;276
22;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;68513375-3aa5-4f6f-9975-d97d56c21d61;37
23;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;c0668e14-652c-4744-b776-ab9beb8d5d1b;1
24;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;85c5d5a9-e0d6-46a9-a726-15b590a83e62;2
25;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;4c3b15bd-c98f-448c-9556-810fd82e8e30;108
26;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;7b20cb5a-7998-4238-9121-247ee45cdb5c;4
27;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;79f15804-4621-4cf1-b389-8bdcc2a3fe3b;21
28;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;76525e81-9210-401d-a90d-5509f771c0e7;117
29;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;76cff260-eb1c-40a0-9cea-140ab0236dcf;16
30;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;e05f6e7d-418e-4407-8e0f-7b8ccf21109e;41
31;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;750b7bfc-3577-4b26-8aaf-3e4be9f0d639;2
32;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;85378a64-2fbc-4a48-a6b4-9f421ad48f8a;17
33;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;8a1a0836-4d7b-4967-9ffc-e2f52b0d85ec;4
34;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;e1016685-f922-457e-99ef-778e5c68d4a5;1
35;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;829402be-43f2-4944-8e5d-d7935e24ce9d;1
36;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;9e02f8f5-ae2f-49b9-b896-ffb0260a284c;7
37;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;c4dec041-3704-4788-abd8-b4064d25442e;34
38;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;b84a3711-b4ca-4e4f-adac-80dfaea98d1c;1
39;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;4bfac3ea-8763-4f4b-a71a-76a6f5f243d3;23
40;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;52b626a0-20c9-42fa-8f0e-c3447504c428;32
41;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;3b416007-a6f2-4f30-aa2d-42cb3701da8e;32
42;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;f29ab192-5964-40ae-a397-fa48ffdf0661;4
43;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;e6137ccd-15b7-47ca-bb81-91dc3003a9b0;100
44;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;0d8d90f4-973a-46a1-9ea1-55b0c7b222ea;58
45;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;0ec927cf-325a-4d63-9499-d721c734463a;2
46;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;8971dfba-f762-11e1-a439-00145eb45e9a;14
47;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;8a6232d7-f93e-45a3-8b16-556aa732cd39;2
48;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;df2a8206-84e9-4530-8a0d-b60f687dba0b;4
49;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;ef9817b8-0eba-42b4-92fe-4f206187aabd;1
50;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;4d5afc88-2ce0-4f13-9a5a-47a0e571127d;14
51;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;ba9984d8-d982-4fe6-b81c-a7585790034a;18
52;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;6c032b27-e4fe-4bc9-8f11-6b5f864910ce;23
53;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;48c5c83b-2029-4b2c-9f48-5e610e6984d6;4
54;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;26098c25-8f7f-4c71-97ac-1d3db181c65e;9
55;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;821cc27a-e3bb-4bc5-ac34-89ada245069d;8
56;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;552f282a-92a6-4f41-95ef-c6537026fbeb;10
57;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;577a17c0-b6fa-41cb-b14b-86180bab41f9;1
58;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;e4526ee9-1592-4764-8af1-c89621255f82;49
59;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;a307e4d7-1de2-4adc-95d5-a0a8d5f57236;11
60;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;b4c773d1-9360-4cf3-a01b-42ecfb98bdd6;15
61;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;e6b15dc0-d70e-446b-bf28-4ddb1a9f4f41;1
62;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;5e015b88-67d3-474b-8e96-a537c9ef0210;2
63;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;344129e7-9017-4afc-a70a-77a069e7e094;1
64;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;fc01c3fa-bb00-4f43-9d7a-38ca108a4e23;28
65;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;20524cf7-66f8-49d2-a274-102e1090e502;11
66;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;8e02e1dd-ec54-405e-b4d7-7abdecd29cc7;48
67;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;6ed43f52-25d1-4d56-a821-63a8564b81f6;9
68;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;03d3b0b3-1454-496b-98aa-7e05dd629da3;2409
69;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;7e380070-f762-11e1-a439-00145eb45e9a;14
70;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;7ffabf88-f762-11e1-a439-00145eb45e9a;9
71;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;f553f8f9-b147-4f09-86e5-0d1ce1a91ce0;10
72;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;2a796d4b-d12f-4806-876a-4fbb5e0a63ca;7
73;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;65c9103f-2fbf-414b-9b0b-e47ca96c5df2;12
74;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;91aa3d5b-6f77-4135-a823-cef438a60dfa;10
75;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;33e3780b-d539-4e5e-b82f-1662b5941a9e;1
76;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;84ab7b76-f762-11e1-a439-00145eb45e9a;9
77;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;2356f899-6244-4bbb-aa33-50e29132e86a;1
78;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;9940af5a-3271-4e6a-ad71-ced986b9a9a5;22
79;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;2daac733-54d3-41b9-8f4d-f2fd45a68441;14
80;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;ad4d7478-1789-4291-955c-b30cc889365b;6
81;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;b2ee8537-2a6c-4b4b-965a-538b47788606;1
82;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;03f2256a-e548-43d7-a731-253302f4aa34;3
83;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;5fb6974e-55f0-43ce-b5e9-26e6cd1f4b12;30
84;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;6baf6a53-c106-40fb-bbde-f6d4e4051513;1
85;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;47576eae-c976-4c45-adc2-35d895bb1cbb;53
86;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;b929f23d-290f-4e85-8f17-764c55b3b284;161
87;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;9705d67f-9592-4b49-a86f-79ae6bd4d8e7;2
88;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;62d82928-dc6f-40dc-85b3-f2be47e7b49a;1
89;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;32ad19ed-6b89-447a-9242-795c0897f345;1
90;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;56e311e3-43c6-4b99-aa21-af396074d5e3;18
91;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
92;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
93;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
94;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
95;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
96;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
97;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
98;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
99;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
100;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
101;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
102;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
103;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
104;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
105;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
106;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
107;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
108;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
109;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
110;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
111;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
112;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
113;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
114;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
115;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
116;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
117;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
118;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
119;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
120;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
121;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
122;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
123;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
124;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
125;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
126;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
127;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
128;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
129;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
130;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
131;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
132;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
133;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
134;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
135;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
136;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
137;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
138;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
139;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
140;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
141;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
142;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
143;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
144;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
145;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
146;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
147;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
148;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
149;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
150;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
151;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
152;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
153;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
154;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
155;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
156;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
157;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
158;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
159;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
160;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
161;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
162;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
163;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
164;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
165;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
166;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
167;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
168;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
169;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
170;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
171;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
172;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
173;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
174;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
175;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
176;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
177;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
178;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
179;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
180;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
181;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
182;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
183;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
184;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
185;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
186;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
187;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
188;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
189;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
190;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
191;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
192;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
193;Eiphosoma laphygmae;3e9817c1-8302-4955-87e3-a408db0ea379;;;;;;
194;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
195;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
196;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
197;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
198;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
199;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
200;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
201;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
202;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
203;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
204;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
205;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
206;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
207;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
208;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
209;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
210;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
211;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
212;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
213;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
214;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
215;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
216;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
217;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
218;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
219;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
220;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
221;Spodoptera frugiperda;e0b8cb67-6667-423d-ab71-08021b6485f3;;;;;;
222;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
223;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
224;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
225;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
226;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
227;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
228;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
229;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
230;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
231;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
232;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
233;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
234;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
235;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
236;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
237;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
238;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
239;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
240;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
241;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
242;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
243;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
244;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
245;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
246;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
247;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
248;Spodoptera frugiperda;50c9509d-22c7-4a22-a47d-8c48425ef4a7;;;;;;
